Governorate,Date,Year,Month,Weather_Code,Max_Temp,Min_Temp,Avg_Humidity,Source
Cairo,2026-01-01,2026,1,3,21.1,12.5,42,Open-Meteo Historical Weather API
Cairo,2026-01-02,2026,1,3,18.8,11.5,65,Open-Meteo Historical Weather API
Cairo,2026-01-03,2026,1,0,18.9,7.6,58,Open-Meteo Historical Weather API
Cairo,2026-01-04,2026,1,3,20.7,9.8,56,Open-Meteo Historical Weather API
Cairo,2026-01-05,2026,1,3,22.6,6.8,55,Open-Meteo Historical Weather API
Cairo,2026-01-06,2026,1,3,23.3,8.4,43,Open-Meteo Historical Weather API
Cairo,2026-01-07,2026,1,3,25.6,10.8,38,Open-Meteo Historical Weather API
Cairo,2026-01-08,2026,1,3,26.0,11.9,45,Open-Meteo Historical Weather API
Cairo,2026-01-09,2026,1,53,20.7,13.9,57,Open-Meteo Historical Weather API
Cairo,2026-01-10,2026,1,3,20.8,10.1,62,Open-Meteo Historical Weather API
Cairo,2026-01-11,2026,1,3,21.5,10.1,57,Open-Meteo Historical Weather API
Cairo,2026-01-12,2026,1,3,19.1,11.4,43,Open-Meteo Historical Weather API
Cairo,2026-01-13,2026,1,3,17.8,10.5,50,Open-Meteo Historical Weather API
Cairo,2026-01-14,2026,1,3,18.6,11.9,54,Open-Meteo Historical Weather API
Cairo,2026-01-15,2026,1,3,19.3,9.8,66,Open-Meteo Historical Weather API
Cairo,2026-01-16,2026,1,3,20.3,9.5,61,Open-Meteo Historical Weather API
Cairo,2026-01-17,2026,1,3,21.0,9.8,59,Open-Meteo Historical Weather API
Cairo,2026-01-18,2026,1,3,21.2,9.3,60,Open-Meteo Historical Weather API
Cairo,2026-01-19,2026,1,3,19.7,10.0,59,Open-Meteo Historical Weather API
Cairo,2026-01-20,2026,1,51,19.2,9.7,60,Open-Meteo Historical Weather API
Cairo,2026-01-21,2026,1,3,24.9,11.4,40,Open-Meteo Historical Weather API
Cairo,2026-01-22,2026,1,3,23.6,16.8,37,Open-Meteo Historical Weather API
Cairo,2026-01-23,2026,1,3,21.6,11.1,48,Open-Meteo Historical Weather API
Cairo,2026-01-24,2026,1,0,22.8,10.2,37,Open-Meteo Historical Weather API
Cairo,2026-01-25,2026,1,3,23.2,10.5,44,Open-Meteo Historical Weather API
Cairo,2026-01-26,2026,1,3,24.2,12.1,35,Open-Meteo Historical Weather API
Cairo,2026-01-27,2026,1,3,20.2,9.0,33,Open-Meteo Historical Weather API
Cairo,2026-01-28,2026,1,1,21.0,12.2,42,Open-Meteo Historical Weather API
Cairo,2026-01-29,2026,1,3,21.0,10.1,47,Open-Meteo Historical Weather API
Cairo,2026-01-30,2026,1,3,25.8,13.3,35,Open-Meteo Historical Weather API
Cairo,2026-01-31,2026,1,3,27.5,14.5,30,Open-Meteo Historical Weather API
Alexandria,2026-01-01,2026,1,51,18.2,13.5,74,Open-Meteo Historical Weather API
Alexandria,2026-01-02,2026,1,53,17.4,12.6,65,Open-Meteo Historical Weather API
Alexandria,2026-01-03,2026,1,51,17.5,9.9,63,Open-Meteo Historical Weather API
Alexandria,2026-01-04,2026,1,3,21.3,9.2,69,Open-Meteo Historical Weather API
Alexandria,2026-01-05,2026,1,3,20.6,8.1,76,Open-Meteo Historical Weather API
Alexandria,2026-01-06,2026,1,3,20.6,5.9,63,Open-Meteo Historical Weather API
Alexandria,2026-01-07,2026,1,3,24.9,8.1,66,Open-Meteo Historical Weather API
Alexandria,2026-01-08,2026,1,3,23.8,8.7,64,Open-Meteo Historical Weather API
Alexandria,2026-01-09,2026,1,55,19.2,15.2,61,Open-Meteo Historical Weather API
Alexandria,2026-01-10,2026,1,51,19.3,13.3,66,Open-Meteo Historical Weather API
Alexandria,2026-01-11,2026,1,3,19.3,10.8,60,Open-Meteo Historical Weather API
Alexandria,2026-01-12,2026,1,63,16.6,12.0,64,Open-Meteo Historical Weather API
Alexandria,2026-01-13,2026,1,55,16.2,11.8,58,Open-Meteo Historical Weather API
Alexandria,2026-01-14,2026,1,3,17.5,13.4,60,Open-Meteo Historical Weather API
Alexandria,2026-01-15,2026,1,51,18.8,13.1,76,Open-Meteo Historical Weather API
Alexandria,2026-01-16,2026,1,3,19.1,11.7,72,Open-Meteo Historical Weather API
Alexandria,2026-01-17,2026,1,51,18.5,9.7,78,Open-Meteo Historical Weather API
Alexandria,2026-01-18,2026,1,51,18.2,12.7,67,Open-Meteo Historical Weather API
Alexandria,2026-01-19,2026,1,3,18.3,11.5,63,Open-Meteo Historical Weather API
Alexandria,2026-01-20,2026,1,53,17.8,9.0,74,Open-Meteo Historical Weather API
Alexandria,2026-01-21,2026,1,53,19.6,10.7,58,Open-Meteo Historical Weather API
Alexandria,2026-01-22,2026,1,51,19.9,12.9,60,Open-Meteo Historical Weather API
Alexandria,2026-01-23,2026,1,3,19.4,12.0,58,Open-Meteo Historical Weather API
Alexandria,2026-01-24,2026,1,2,19.0,11.8,58,Open-Meteo Historical Weather API
Alexandria,2026-01-25,2026,1,3,22.3,9.6,78,Open-Meteo Historical Weather API
Alexandria,2026-01-26,2026,1,3,23.4,10.9,60,Open-Meteo Historical Weather API
Alexandria,2026-01-27,2026,1,53,18.2,9.9,42,Open-Meteo Historical Weather API
Alexandria,2026-01-28,2026,1,51,18.0,12.7,70,Open-Meteo Historical Weather API
Alexandria,2026-01-29,2026,1,3,21.3,10.2,56,Open-Meteo Historical Weather API
Alexandria,2026-01-30,2026,1,3,20.5,14.0,50,Open-Meteo Historical Weather API
Alexandria,2026-01-31,2026,1,3,26.5,11.6,53,Open-Meteo Historical Weather API
Giza,2026-01-01,2026,1,3,21.1,12.5,42,Open-Meteo Historical Weather API
Giza,2026-01-02,2026,1,3,18.8,11.5,65,Open-Meteo Historical Weather API
Giza,2026-01-03,2026,1,0,18.9,7.6,58,Open-Meteo Historical Weather API
Giza,2026-01-04,2026,1,3,20.7,9.8,56,Open-Meteo Historical Weather API
Giza,2026-01-05,2026,1,3,22.6,6.8,55,Open-Meteo Historical Weather API
Giza,2026-01-06,2026,1,3,23.3,8.4,43,Open-Meteo Historical Weather API
Giza,2026-01-07,2026,1,3,25.6,10.8,38,Open-Meteo Historical Weather API
Giza,2026-01-08,2026,1,3,26.0,11.9,45,Open-Meteo Historical Weather API
Giza,2026-01-09,2026,1,53,20.7,13.9,57,Open-Meteo Historical Weather API
Giza,2026-01-10,2026,1,3,20.8,10.1,62,Open-Meteo Historical Weather API
Giza,2026-01-11,2026,1,3,21.5,10.1,57,Open-Meteo Historical Weather API
Giza,2026-01-12,2026,1,3,19.1,11.4,43,Open-Meteo Historical Weather API
Giza,2026-01-13,2026,1,3,17.8,10.5,50,Open-Meteo Historical Weather API
Giza,2026-01-14,2026,1,3,18.6,11.9,54,Open-Meteo Historical Weather API
Giza,2026-01-15,2026,1,3,19.3,9.8,66,Open-Meteo Historical Weather API
Giza,2026-01-16,2026,1,3,20.3,9.5,61,Open-Meteo Historical Weather API
Giza,2026-01-17,2026,1,3,21.0,9.8,59,Open-Meteo Historical Weather API
Giza,2026-01-18,2026,1,3,21.2,9.3,60,Open-Meteo Historical Weather API
Giza,2026-01-19,2026,1,3,19.7,10.0,59,Open-Meteo Historical Weather API
Giza,2026-01-20,2026,1,51,19.2,9.7,60,Open-Meteo Historical Weather API
Giza,2026-01-21,2026,1,3,24.9,11.4,40,Open-Meteo Historical Weather API
Giza,2026-01-22,2026,1,3,23.6,16.8,37,Open-Meteo Historical Weather API
Giza,2026-01-23,2026,1,3,21.6,11.1,48,Open-Meteo Historical Weather API
Giza,2026-01-24,2026,1,0,22.8,10.2,37,Open-Meteo Historical Weather API
Giza,2026-01-25,2026,1,3,23.2,10.5,44,Open-Meteo Historical Weather API
Giza,2026-01-26,2026,1,3,24.2,12.1,35,Open-Meteo Historical Weather API
Giza,2026-01-27,2026,1,3,20.2,9.0,33,Open-Meteo Historical Weather API
Giza,2026-01-28,2026,1,1,21.0,12.2,42,Open-Meteo Historical Weather API
Giza,2026-01-29,2026,1,3,21.0,10.1,47,Open-Meteo Historical Weather API
Giza,2026-01-30,2026,1,3,25.8,13.3,35,Open-Meteo Historical Weather API
Giza,2026-01-31,2026,1,3,27.5,14.5,30,Open-Meteo Historical Weather API
Dakahlia,2026-01-01,2026,1,3,21.9,11.6,53,Open-Meteo Historical Weather API
Dakahlia,2026-01-02,2026,1,51,19.2,10.9,64,Open-Meteo Historical Weather API
Dakahlia,2026-01-03,2026,1,3,20.0,10.0,56,Open-Meteo Historical Weather API
Dakahlia,2026-01-04,2026,1,3,22.1,10.7,68,Open-Meteo Historical Weather API
Dakahlia,2026-01-05,2026,1,3,23.7,7.7,57,Open-Meteo Historical Weather API
Dakahlia,2026-01-06,2026,1,3,23.0,8.0,63,Open-Meteo Historical Weather API
Dakahlia,2026-01-07,2026,1,3,25.5,11.6,68,Open-Meteo Historical Weather API
Dakahlia,2026-01-08,2026,1,3,27.5,10.7,56,Open-Meteo Historical Weather API
Dakahlia,2026-01-09,2026,1,55,20.3,13.3,64,Open-Meteo Historical Weather API
Dakahlia,2026-01-10,2026,1,3,21.1,10.2,65,Open-Meteo Historical Weather API
Dakahlia,2026-01-11,2026,1,3,21.8,9.7,54,Open-Meteo Historical Weather API
Dakahlia,2026-01-12,2026,1,55,18.9,10.7,51,Open-Meteo Historical Weather API
Dakahlia,2026-01-13,2026,1,51,17.0,10.3,63,Open-Meteo Historical Weather API
Dakahlia,2026-01-14,2026,1,3,19.0,12.1,56,Open-Meteo Historical Weather API
Dakahlia,2026-01-15,2026,1,3,19.9,10.2,68,Open-Meteo Historical Weather API
Dakahlia,2026-01-16,2026,1,3,19.8,9.6,68,Open-Meteo Historical Weather API
Dakahlia,2026-01-17,2026,1,3,19.4,8.7,67,Open-Meteo Historical Weather API
Dakahlia,2026-01-18,2026,1,53,18.8,10.5,75,Open-Meteo Historical Weather API
Dakahlia,2026-01-19,2026,1,3,18.8,10.0,66,Open-Meteo Historical Weather API
Dakahlia,2026-01-20,2026,1,51,18.2,8.8,67,Open-Meteo Historical Weather API
Dakahlia,2026-01-21,2026,1,61,20.4,10.3,55,Open-Meteo Historical Weather API
Dakahlia,2026-01-22,2026,1,51,23.2,15.5,48,Open-Meteo Historical Weather API
Dakahlia,2026-01-23,2026,1,2,21.5,10.7,56,Open-Meteo Historical Weather API
Dakahlia,2026-01-24,2026,1,0,22.4,9.4,47,Open-Meteo Historical Weather API
Dakahlia,2026-01-25,2026,1,3,23.0,9.6,64,Open-Meteo Historical Weather API
Dakahlia,2026-01-26,2026,1,3,25.4,11.1,47,Open-Meteo Historical Weather API
Dakahlia,2026-01-27,2026,1,3,20.2,9.1,43,Open-Meteo Historical Weather API
Dakahlia,2026-01-28,2026,1,3,21.1,11.7,50,Open-Meteo Historical Weather API
Dakahlia,2026-01-29,2026,1,3,22.2,10.3,54,Open-Meteo Historical Weather API
Dakahlia,2026-01-30,2026,1,3,25.2,15.4,36,Open-Meteo Historical Weather API
Dakahlia,2026-01-31,2026,1,3,28.9,13.3,36,Open-Meteo Historical Weather API
Red Sea,2026-01-01,2026,1,3,25.5,14.0,32,Open-Meteo Historical Weather API
Red Sea,2026-01-02,2026,1,0,22.2,16.1,45,Open-Meteo Historical Weather API
Red Sea,2026-01-03,2026,1,0,20.8,13.5,56,Open-Meteo Historical Weather API
Red Sea,2026-01-04,2026,1,3,22.3,14.5,50,Open-Meteo Historical Weather API
Red Sea,2026-01-05,2026,1,0,24.3,16.5,46,Open-Meteo Historical Weather API
Red Sea,2026-01-06,2026,1,1,24.6,17.0,47,Open-Meteo Historical Weather API
Red Sea,2026-01-07,2026,1,3,24.7,16.7,53,Open-Meteo Historical Weather API
Red Sea,2026-01-08,2026,1,3,25.2,16.7,57,Open-Meteo Historical Weather API
Red Sea,2026-01-09,2026,1,3,24.0,17.7,49,Open-Meteo Historical Weather API
Red Sea,2026-01-10,2026,1,3,20.7,14.4,52,Open-Meteo Historical Weather API
Red Sea,2026-01-11,2026,1,3,22.3,14.5,43,Open-Meteo Historical Weather API
Red Sea,2026-01-12,2026,1,3,24.0,15.7,39,Open-Meteo Historical Weather API
Red Sea,2026-01-13,2026,1,2,19.8,13.9,40,Open-Meteo Historical Weather API
Red Sea,2026-01-14,2026,1,3,18.5,13.1,49,Open-Meteo Historical Weather API
Red Sea,2026-01-15,2026,1,0,20.4,13.0,55,Open-Meteo Historical Weather API
Red Sea,2026-01-16,2026,1,3,21.4,13.7,54,Open-Meteo Historical Weather API
Red Sea,2026-01-17,2026,1,0,21.3,14.2,49,Open-Meteo Historical Weather API
Red Sea,2026-01-18,2026,1,0,22.0,14.1,49,Open-Meteo Historical Weather API
Red Sea,2026-01-19,2026,1,3,21.2,14.6,50,Open-Meteo Historical Weather API
Red Sea,2026-01-20,2026,1,0,20.6,14.0,50,Open-Meteo Historical Weather API
Red Sea,2026-01-21,2026,1,3,21.1,14.5,47,Open-Meteo Historical Weather API
Red Sea,2026-01-22,2026,1,3,25.5,17.5,54,Open-Meteo Historical Weather API
Red Sea,2026-01-23,2026,1,3,23.8,18.6,64,Open-Meteo Historical Weather API
Red Sea,2026-01-24,2026,1,0,23.2,15.6,34,Open-Meteo Historical Weather API
Red Sea,2026-01-25,2026,1,3,22.3,15.5,40,Open-Meteo Historical Weather API
Red Sea,2026-01-26,2026,1,3,23.8,14.3,45,Open-Meteo Historical Weather API
Red Sea,2026-01-27,2026,1,3,23.1,15.9,48,Open-Meteo Historical Weather API
Red Sea,2026-01-28,2026,1,0,23.5,14.7,26,Open-Meteo Historical Weather API
Red Sea,2026-01-29,2026,1,0,21.3,14.5,47,Open-Meteo Historical Weather API
Red Sea,2026-01-30,2026,1,0,23.2,14.4,46,Open-Meteo Historical Weather API
Red Sea,2026-01-31,2026,1,3,25.4,16.3,48,Open-Meteo Historical Weather API
Beheira,2026-01-01,2026,1,55,20.3,11.3,59,Open-Meteo Historical Weather API
Beheira,2026-01-02,2026,1,51,18.1,10.8,68,Open-Meteo Historical Weather API
Beheira,2026-01-03,2026,1,3,19.5,9.8,56,Open-Meteo Historical Weather API
Beheira,2026-01-04,2026,1,3,22.3,9.1,66,Open-Meteo Historical Weather API
Beheira,2026-01-05,2026,1,3,21.9,7.0,67,Open-Meteo Historical Weather API
Beheira,2026-01-06,2026,1,3,21.8,6.2,57,Open-Meteo Historical Weather API
Beheira,2026-01-07,2026,1,3,25.6,9.2,56,Open-Meteo Historical Weather API
Beheira,2026-01-08,2026,1,51,25.6,9.3,54,Open-Meteo Historical Weather API
Beheira,2026-01-09,2026,1,53,19.6,12.9,67,Open-Meteo Historical Weather API
Beheira,2026-01-10,2026,1,3,21.8,10.9,64,Open-Meteo Historical Weather API
Beheira,2026-01-11,2026,1,3,20.9,9.0,56,Open-Meteo Historical Weather API
Beheira,2026-01-12,2026,1,51,18.2,11.0,54,Open-Meteo Historical Weather API
Beheira,2026-01-13,2026,1,51,17.0,10.3,63,Open-Meteo Historical Weather API
Beheira,2026-01-14,2026,1,3,18.0,12.0,57,Open-Meteo Historical Weather API
Beheira,2026-01-15,2026,1,51,19.4,10.3,74,Open-Meteo Historical Weather API
Beheira,2026-01-16,2026,1,51,19.5,10.0,70,Open-Meteo Historical Weather API
Beheira,2026-01-17,2026,1,3,19.5,9.0,68,Open-Meteo Historical Weather API
Beheira,2026-01-18,2026,1,51,19.5,10.3,75,Open-Meteo Historical Weather API
Beheira,2026-01-19,2026,1,3,18.8,9.4,68,Open-Meteo Historical Weather API
Beheira,2026-01-20,2026,1,51,18.6,8.6,70,Open-Meteo Historical Weather API
Beheira,2026-01-21,2026,1,55,19.8,10.4,55,Open-Meteo Historical Weather API
Beheira,2026-01-22,2026,1,3,21.6,14.2,52,Open-Meteo Historical Weather API
Beheira,2026-01-23,2026,1,3,20.8,10.0,54,Open-Meteo Historical Weather API
Beheira,2026-01-24,2026,1,0,21.2,10.2,52,Open-Meteo Historical Weather API
Beheira,2026-01-25,2026,1,3,22.1,9.1,72,Open-Meteo Historical Weather API
Beheira,2026-01-26,2026,1,3,25.1,10.4,56,Open-Meteo Historical Weather API
Beheira,2026-01-27,2026,1,53,18.9,8.4,38,Open-Meteo Historical Weather API
Beheira,2026-01-28,2026,1,3,20.1,11.6,61,Open-Meteo Historical Weather API
Beheira,2026-01-29,2026,1,3,21.9,9.4,55,Open-Meteo Historical Weather API
Beheira,2026-01-30,2026,1,3,23.6,14.2,40,Open-Meteo Historical Weather API
Beheira,2026-01-31,2026,1,3,28.2,12.5,46,Open-Meteo Historical Weather API
Fayoum,2026-01-01,2026,1,3,21.5,11.4,43,Open-Meteo Historical Weather API
Fayoum,2026-01-02,2026,1,1,19.5,10.3,62,Open-Meteo Historical Weather API
Fayoum,2026-01-03,2026,1,0,19.7,7.7,52,Open-Meteo Historical Weather API
Fayoum,2026-01-04,2026,1,3,21.2,7.3,58,Open-Meteo Historical Weather API
Fayoum,2026-01-05,2026,1,3,22.2,5.4,50,Open-Meteo Historical Weather API
Fayoum,2026-01-06,2026,1,3,23.0,5.2,47,Open-Meteo Historical Weather API
Fayoum,2026-01-07,2026,1,3,25.5,7.5,49,Open-Meteo Historical Weather API
Fayoum,2026-01-08,2026,1,3,26.6,7.8,54,Open-Meteo Historical Weather API
Fayoum,2026-01-09,2026,1,51,20.1,13.2,58,Open-Meteo Historical Weather API
Fayoum,2026-01-10,2026,1,3,21.6,8.2,64,Open-Meteo Historical Weather API
Fayoum,2026-01-11,2026,1,3,22.0,8.0,61,Open-Meteo Historical Weather API
Fayoum,2026-01-12,2026,1,3,20.2,9.6,45,Open-Meteo Historical Weather API
Fayoum,2026-01-13,2026,1,3,18.2,9.2,50,Open-Meteo Historical Weather API
Fayoum,2026-01-14,2026,1,3,18.2,12.4,55,Open-Meteo Historical Weather API
Fayoum,2026-01-15,2026,1,3,19.3,8.9,69,Open-Meteo Historical Weather API
Fayoum,2026-01-16,2026,1,3,20.4,9.2,62,Open-Meteo Historical Weather API
Fayoum,2026-01-17,2026,1,0,20.7,9.0,63,Open-Meteo Historical Weather API
Fayoum,2026-01-18,2026,1,3,20.8,8.9,61,Open-Meteo Historical Weather API
Fayoum,2026-01-19,2026,1,3,19.8,9.4,62,Open-Meteo Historical Weather API
Fayoum,2026-01-20,2026,1,3,21.4,7.7,56,Open-Meteo Historical Weather API
Fayoum,2026-01-21,2026,1,3,28.1,10.0,39,Open-Meteo Historical Weather API
Fayoum,2026-01-22,2026,1,3,23.5,16.8,34,Open-Meteo Historical Weather API
Fayoum,2026-01-23,2026,1,3,22.4,11.4,46,Open-Meteo Historical Weather API
Fayoum,2026-01-24,2026,1,0,23.4,8.3,38,Open-Meteo Historical Weather API
Fayoum,2026-01-25,2026,1,3,23.5,8.5,40,Open-Meteo Historical Weather API
Fayoum,2026-01-26,2026,1,3,24.5,11.4,38,Open-Meteo Historical Weather API
Fayoum,2026-01-27,2026,1,3,20.6,7.6,31,Open-Meteo Historical Weather API
Fayoum,2026-01-28,2026,1,1,21.2,10.9,44,Open-Meteo Historical Weather API
Fayoum,2026-01-29,2026,1,3,21.9,7.8,51,Open-Meteo Historical Weather API
Fayoum,2026-01-30,2026,1,3,26.0,11.7,37,Open-Meteo Historical Weather API
Fayoum,2026-01-31,2026,1,3,28.5,12.7,33,Open-Meteo Historical Weather API
Gharbia,2026-01-01,2026,1,3,21.4,10.9,51,Open-Meteo Historical Weather API
Gharbia,2026-01-02,2026,1,51,19.5,10.4,68,Open-Meteo Historical Weather API
Gharbia,2026-01-03,2026,1,3,19.6,9.0,55,Open-Meteo Historical Weather API
Gharbia,2026-01-04,2026,1,3,21.7,9.8,65,Open-Meteo Historical Weather API
Gharbia,2026-01-05,2026,1,3,22.9,6.9,59,Open-Meteo Historical Weather API
Gharbia,2026-01-06,2026,1,3,22.8,6.1,51,Open-Meteo Historical Weather API
Gharbia,2026-01-07,2026,1,3,26.1,9.8,53,Open-Meteo Historical Weather API
Gharbia,2026-01-08,2026,1,3,27.3,9.6,52,Open-Meteo Historical Weather API
Gharbia,2026-01-09,2026,1,53,20.5,12.3,64,Open-Meteo Historical Weather API
Gharbia,2026-01-10,2026,1,3,21.2,9.8,64,Open-Meteo Historical Weather API
Gharbia,2026-01-11,2026,1,3,21.6,8.7,55,Open-Meteo Historical Weather API
Gharbia,2026-01-12,2026,1,3,18.7,10.4,50,Open-Meteo Historical Weather API
Gharbia,2026-01-13,2026,1,51,18.0,10.5,58,Open-Meteo Historical Weather API
Gharbia,2026-01-14,2026,1,3,19.0,11.8,56,Open-Meteo Historical Weather API
Gharbia,2026-01-15,2026,1,3,20.2,9.5,69,Open-Meteo Historical Weather API
Gharbia,2026-01-16,2026,1,3,20.4,9.4,65,Open-Meteo Historical Weather API
Gharbia,2026-01-17,2026,1,3,20.4,8.7,65,Open-Meteo Historical Weather API
Gharbia,2026-01-18,2026,1,51,20.4,9.7,71,Open-Meteo Historical Weather API
Gharbia,2026-01-19,2026,1,3,20.1,9.0,64,Open-Meteo Historical Weather API
Gharbia,2026-01-20,2026,1,3,19.2,8.4,65,Open-Meteo Historical Weather API
Gharbia,2026-01-21,2026,1,51,20.9,10.2,50,Open-Meteo Historical Weather API
Gharbia,2026-01-22,2026,1,51,22.8,14.6,48,Open-Meteo Historical Weather API
Gharbia,2026-01-23,2026,1,1,21.2,10.2,55,Open-Meteo Historical Weather API
Gharbia,2026-01-24,2026,1,0,22.3,9.7,46,Open-Meteo Historical Weather API
Gharbia,2026-01-25,2026,1,3,23.2,9.0,59,Open-Meteo Historical Weather API
Gharbia,2026-01-26,2026,1,3,25.4,10.4,46,Open-Meteo Historical Weather API
Gharbia,2026-01-27,2026,1,51,20.0,8.3,41,Open-Meteo Historical Weather API
Gharbia,2026-01-28,2026,1,2,21.2,11.8,52,Open-Meteo Historical Weather API
Gharbia,2026-01-29,2026,1,3,22.1,9.4,53,Open-Meteo Historical Weather API
Gharbia,2026-01-30,2026,1,3,25.1,14.9,34,Open-Meteo Historical Weather API
Gharbia,2026-01-31,2026,1,3,28.8,13.4,33,Open-Meteo Historical Weather API
Ismailia,2026-01-01,2026,1,3,21.5,11.7,44,Open-Meteo Historical Weather API
Ismailia,2026-01-02,2026,1,51,18.7,11.5,68,Open-Meteo Historical Weather API
Ismailia,2026-01-03,2026,1,2,19.1,7.2,63,Open-Meteo Historical Weather API
Ismailia,2026-01-04,2026,1,3,20.5,8.5,62,Open-Meteo Historical Weather API
Ismailia,2026-01-05,2026,1,3,23.4,5.7,62,Open-Meteo Historical Weather API
Ismailia,2026-01-06,2026,1,3,22.9,7.4,47,Open-Meteo Historical Weather API
Ismailia,2026-01-07,2026,1,3,24.2,9.0,64,Open-Meteo Historical Weather API
Ismailia,2026-01-08,2026,1,3,28.1,10.1,52,Open-Meteo Historical Weather API
Ismailia,2026-01-09,2026,1,61,20.3,13.8,57,Open-Meteo Historical Weather API
Ismailia,2026-01-10,2026,1,3,21.4,9.2,60,Open-Meteo Historical Weather API
Ismailia,2026-01-11,2026,1,3,21.7,8.9,60,Open-Meteo Historical Weather API
Ismailia,2026-01-12,2026,1,3,19.7,10.2,47,Open-Meteo Historical Weather API
Ismailia,2026-01-13,2026,1,3,17.3,10.9,53,Open-Meteo Historical Weather API
Ismailia,2026-01-14,2026,1,3,18.6,11.8,55,Open-Meteo Historical Weather API
Ismailia,2026-01-15,2026,1,3,19.5,8.6,65,Open-Meteo Historical Weather API
Ismailia,2026-01-16,2026,1,3,19.5,8.2,70,Open-Meteo Historical Weather API
Ismailia,2026-01-17,2026,1,2,20.6,8.6,66,Open-Meteo Historical Weather API
Ismailia,2026-01-18,2026,1,2,19.8,8.7,67,Open-Meteo Historical Weather API
Ismailia,2026-01-19,2026,1,1,20.2,9.3,67,Open-Meteo Historical Weather API
Ismailia,2026-01-20,2026,1,3,17.9,8.4,59,Open-Meteo Historical Weather API
Ismailia,2026-01-21,2026,1,3,19.2,9.6,52,Open-Meteo Historical Weather API
Ismailia,2026-01-22,2026,1,51,23.7,17.0,50,Open-Meteo Historical Weather API
Ismailia,2026-01-23,2026,1,3,21.9,11.4,54,Open-Meteo Historical Weather API
Ismailia,2026-01-24,2026,1,0,23.0,9.4,42,Open-Meteo Historical Weather API
Ismailia,2026-01-25,2026,1,3,22.6,8.6,59,Open-Meteo Historical Weather API
Ismailia,2026-01-26,2026,1,3,26.3,11.0,42,Open-Meteo Historical Weather API
Ismailia,2026-01-27,2026,1,2,20.3,8.6,41,Open-Meteo Historical Weather API
Ismailia,2026-01-28,2026,1,3,21.3,12.4,40,Open-Meteo Historical Weather API
Ismailia,2026-01-29,2026,1,3,21.8,9.5,53,Open-Meteo Historical Weather API
Ismailia,2026-01-30,2026,1,3,24.6,14.4,35,Open-Meteo Historical Weather API
Ismailia,2026-01-31,2026,1,3,29.4,12.0,38,Open-Meteo Historical Weather API
